BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
1.8381311079314415,0.29262512771151944,12.491209205230296,12.550010638188597,6.476826240449285,-0.02345294048215719,0.9912682941441902,2.0519138069260525,0.8356040200805722,-0.48448194972550335,-0.22573762545687925,4.371742408378814,3.253723428007125,8.717655686078249,1.044966074567526,1.1629058329874127,0.2984094454676774
8.397488622840845,0.5180838229034924,9.832231976456177,5.335979231738747,13.43575037598211,-0.4667855542850508,1.2698432294420248,1.8354231078476095,1.5991991906768774,-0.6753488578824289,-0.47606981743568183,8.098167807868235,3.711760048683216,7.352729678972665,7.614769007058274,-0.5255509710834134,0.3606795442537747
1.7136629389616227,0.5180838229034924,14.760752469979536,15.637467131048407,6.172021383660863,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.5991991906768774,-0.6753488578824289,-0.47606981743568183,3.3508728320004706,1.9254172280464557,8.60795989701968,0.48682124270461097,-0.2406351253715348,0.3606795442537747
5.7243798126453544,0.5180838229034924,18.744163938184222,24.11841112848788,0.01688882545884054,-0.4667855542850508,0.8545755177852499,1.5560815679187365,0.13141997313901513,-0.6753488578824289,-0.47606981743568183,5.724520319934353,3.4369380762775608,11.860023802732613,6.456082539940525,-0.2406351253715348,0.3606795442537747
0.5183340567634466,0.5180838229034924,11.88813570282923,13.052786778806764,4.129142529437729,-0.4667855542850508,1.2698432294420248,2.673451079746117,-0.0782645695052382,-0.6753488578824289,-0.47606981743568183,3.9945738456774555,3.299527090074733,7.8745783567995495,-0.12841145858606656,2.8934528534744284,0.3606795442537747
4.796276741958796,0.5180838229034924,22.48350976721158,24.201065905022375,8.699945044249521,-0.20061747970693802,1.2698432294420248,2.673451079746117,1.3895171642270063,-0.25891333024358737,-0.3295339001797974,3.4715667720649055,4.948458924508666,15.612775189920825,0.9161878307637482,0.329199985056047,0.3606795442537747
0.4459712221815322,0.5180838229034924,12.616092070565548,13.520061300161245,4.99137928556208,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.3895171642270063,-0.6753488578824289,-0.47606981743568183,2.224396058065747,1.238362297032317,8.81614075995212,-0.1269814358789803,2.8934528534744284,0.3606795442537747
0.24405640030843226,0.5180838229034924,7.678861132042495,6.428945410842337,6.341978376707959,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.5991991906768774,-0.6753488578824289,-0.47606981743568183,6.4486839603209605,4.123993007291699,6.143219232863915,-0.13556439677779578,0.6141158307679255,0.3606795442537747
0.7417638654684275,0.09594833373050887,11.972361633925134,8.776060306889537,12.177953619773524,-0.4667855542850508,1.0206831007682173,2.003028702227311,1.0959603142416812,-0.6753488578824289,-0.47606981743568183,1.6209263577435735,6.4599797727397705,8.575058237674632,-0.10615123276573848,2.4660773754046983,-1.1338028266125602
0.15813136789238294,0.5180838229034924,10.177134707021677,9.159553406676219,7.232568944412294,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.5991991906768774,-0.6753488578824289,-0.47606981743568183,5.040587992902556,3.711760048683216,7.193729043614375,-0.14078690714648978,2.8934528534744284,0.3606795442537747
1.175232451726101,0.5180838229034924,18.271576661895114,14.430143468644198,16.682881073905925,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.5991991906768774,-0.6753488578824289,-0.47606981743568183,13.811014304251477,3.711760048683216,11.144274938748357,-0.055859610595888565,2.8934528534744284,0.3606795442537747
3.164918376954049,0.5180838229034924,11.519629117275308,14.779132311180858,0.08983022217552011,-0.4667855542850508,1.2698432294420248,2.673451079746117,0.5507840260387573,-0.6753488578824289,-0.47606981743568183,1.661157671098385,3.4369380762775608,5.472398335089593,0.6984504085778552,0.044284139344168416,0.3606795442537747
