BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.7019865881940629,-2.1624963295444033,-0.31104562404085934,-0.23555116238909368,-0.30259479868544603,-0.32193445854107167,-0.5576749255160421,-0.4464344481977633,-0.4388579932248513,-0.5205958010018822,-0.3786724453316459,-0.4203124913736297,-0.1746988787513239,-0.20297674489661338,-0.3005326947255807,0.2855904358645437,0.19790144725546643
-0.6785040237975313,-1.4007119363578453,0.13030337376724188,0.4152094401929707,-0.45457623027477295,-0.4667855542850508,-0.8064903456392756,-0.1199743758782784,-0.916995191499105,-0.6753488578824289,-0.47606981743568183,-0.4711019367066275,1.7880062418436278,-0.19633592352721888,-0.3140947555925505,-0.5255509710834134,0.3606795442537747
-0.7318986877752869,-1.784475309565005,-0.22663296996011187,-0.3569340222066546,0.11935622721395768,-0.4667855542850508,-0.1835900239547569,-0.6786608078479125,-0.0782645695052382,-0.6753488578824289,-0.47606981743568183,-0.2699453699325697,-0.5479805236044437,-0.5107437769402154,-0.32569607066250794,0.329199985056047,0.3606795442537747
-0.7482035204915507,-3.3195119169740748,-0.07638832488211479,0.1491525168193171,-0.45457623027477295,-0.4667855542850508,-1.0141254472683061,-0.39931926791903927,-0.916995191499105,-0.6753488578824289,-0.47606981743568183,-0.5515645634162506,-0.7953202987695337,-0.5986882602099775,-0.3570349520257533,-0.5255509710834134,0.3606795442537747
-0.7124430719895348,-2.55199361326954,-0.4695518820955651,-0.3569340222066546,-0.45457623027477295,0.9567878868578703,-1.2217580572960502,-0.6786608078479125,-0.916995191499105,0.15752719464157477,0.2566097688437404,-0.5917958767710622,1.3757732832351446,-0.5584212555527491,-0.2865289382048113,-0.5255509710834134,0.3606795442537747
-0.7498207112231676,-1.0169527845055777,-0.4072775829440775,-0.33994397411078264,-0.33862860374742537,-0.4667855542850508,-0.1835900239547569,-0.1199743758782784,-0.28794659595510935,-0.6753488578824289,-0.47606981743568183,-0.39063930999700436,2.0628282142492833,-0.5261284876277447,-0.31442376811615863,0.9940047647183718,0.3606795442537747
-0.7312381080203697,-1.4007119363578453,-0.28420334798065283,-0.3569340222066546,-0.016662447682215475,-0.4667855542850508,0.024042586072987072,-0.6786608078479125,0.13141997313901513,-0.6753488578824289,-0.47606981743568183,-0.10902011651332343,-0.9052490877317959,-0.34803860445524776,-0.2967533043953935,2.8934528534744284,0.3606795442537747
-0.7493778727027659,-2.168234461417272,-0.43257578564334775,-0.3569340222066546,-0.36721464233332846,-0.4667855542850508,-0.5988577356115315,-0.6786608078479125,-0.49762862240498046,-0.6753488578824289,-0.47606981743568183,-0.4711019367066275,0.6887183522210059,-0.5234455760975992,-0.30489944919360246,2.8934528534744284,0.3606795442537747
-0.7513399032653214,-3.3195119169740748,-0.2870303811777591,-0.3569340222066546,-0.023341738709637336,-0.4667855542850508,1.2698432294420248,-0.6786608078479125,1.5991991906768774,-0.6753488578824289,-0.47606981743568183,0.6553748372280961,0.0016634212068671838,-0.5986882602099775,-0.3570349520257533,-0.5255509710834134,0.3606795442537747
-0.7252475691472897,-2.55199361326954,-0.23786621445192474,-0.3569340222066546,0.0928159979659239,-0.4667855542850508,-0.8064903456392756,-0.6786608078479125,-0.49762862240498046,-0.6753488578824289,-0.47606981743568183,-0.511333250061439,0.6887183522210059,0.08176501746405605,-0.29408169754807223,2.8934528534744284,0.3606795442537747
-0.7182944579700066,-3.3195119169740748,-0.4695518820955651,-0.3569340222066546,-0.45457623027477295,0.8682895855009525,-1.2217580572960502,-0.6786608078479125,-0.916995191499105,-0.25891333024358737,-0.03646206566802842,-0.5917958767710622,2.3376501866549386,-0.5986882602099775,-0.3570349520257533,-0.5255509710834134,0.3606795442537747
-0.6955942321054059,-2.55199361326954,-0.04502885067580388,0.18951894314638865,-0.45457623027477295,-0.336336370079978,-0.5988577356115315,0.15936716405059478,-0.916995191499105,-0.25891333024358737,-0.3295339001797974,-0.2699453699325697,0.13907440740969496,-0.5986882602099775,-0.3570349520257533,-0.5255509710834134,0.3606795442537747
-0.7399722887825457,-1.0169527845055777,-0.35225808752688575,-0.3569340222066546,-0.17745200320988683,-0.4667855542850508,0.23167519610073103,-0.6786608078479125,0.34110199958888626,-0.6753488578824289,-0.47606981743568183,-0.31017668328738124,-0.410569537401616,-0.48823101463679114,-0.2827017087263047,-0.5255509710834134,0.3606795442537747
-0.6941016157266029,-2.168234461417272,0.4007156517964071,-0.3569340222066546,1.6015616801435244,-0.4667855542850508,-0.39122512558378775,-0.6786608078479125,-0.28794659595510935,-0.6753488578824289,-0.47606981743568183,-0.4308706233518159,4.261403993494527,0.47363667679676064,-0.23335301017099286,0.329199985056047,0.3606795442537747
-0.7405362712980585,-2.168234461417272,-0.32913632594790426,-0.3569340222066546,-0.12282336467435062,-0.4667855542850508,-0.5988577356115315,-0.6786608078479125,-0.49762862240498046,-0.6753488578824289,-0.47606981743568183,-0.4711019367066275,2.200239200452111,-0.49783896296694047,-0.3384325126952256,0.0960854662900443,0.3606795442537747
-0.7342303590784408,-1.784475309565005,-0.34967912181230704,-0.3569340222066546,-0.1713588089116924,-0.4667855542850508,-0.1835900239547569,-0.6786608078479125,0.13141997313901513,-0.6753488578824289,-0.47606981743568183,-0.39063930999700436,0.22152099913139162,-0.3115022631975573,-0.2761067223501666,0.044284139344168416,0.3606795442537747
-0.7516398145387575,-3.7032710688263424,-0.4587866894575778,-0.3569340222066546,-0.42914184391207394,-0.4667855542850508,-1.0141254472683061,-0.6786608078479125,-0.7073131650492339,-0.6753488578824289,-0.47606981743568183,-0.5515645634162506,0.13907440740969496,-0.5986882602099775,-0.3570349520257533,-0.5255509710834134,0.3606795442537747
-0.7490137176518382,-3.3195119169740748,-0.3774345967441613,-0.25270429452630566,-0.4282461111749528,-0.4667855542850508,-1.0141254472683061,-0.39931926791903927,-0.7073131650492339,-0.6753488578824289,-0.47606981743568183,-0.4711019367066275,2.0628282142492833,-0.5986882602099775,-0.3570349520257533,-0.5255509710834134,0.3606795442537747
