BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,1053.980464,12465.54938,0.0,12.0
2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2000.0,223.0686,13557.29726,0.0,12.0
3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,8735.607835,17862.55831,0.0,12.0
7679.62904,1.0,4059.93,0.0,4059.93,555.469352,0.583333,0.0,0.5,0.166667,7.0,14.0,7000.0,3685.61062,12854.9397,0.0,12.0
7957.017218,1.0,0.0,0.0,0.0,4909.937494,0.0,0.0,0.0,0.25,4.0,0.0,9000.0,677.144841,27631.45072,0.0,12.0
11209.37076,1.0,11147.33,1137.4,10009.93,2728.576925,1.0,0.25,1.0,0.166667,8.0,126.0,11000.0,7932.77402,17494.90735,0.0,12.0
1874.601636,1.0,305.78,0.0,305.78,0.0,0.583333,0.0,0.583333,0.0,0.0,14.0,1500.0,518.757481,19977.00572,0.0,12.0
3457.086184,1.0,2448.6,0.0,2448.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1700.0,227.514473,38512.12477,0.0,12.0
1418.254924,1.0,362.13,0.0,362.13,0.0,1.0,0.0,1.0,0.0,0.0,19.0,1200.0,496.114334,15914.72154,0.0,12.0
4414.952906,1.0,419.64,0.0,419.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4200.0,467.204852,24302.09819,0.0,12.0
5359.980872,1.0,0.0,0.0,0.0,1113.868654,0.0,0.0,0.0,0.25,3.0,0.0,6000.0,638.144031,12866.94167,0.0,12.0
2128.151695,1.0,0.0,0.0,0.0,19.345729,0.0,0.0,0.0,0.083333,1.0,0.0,2100.0,138.907177,13266.3819,0.0,12.0
2294.145941,1.0,29.29,0.0,29.29,137.256946,0.083333,0.0,0.083333,0.083333,2.0,1.0,2100.0,149.363733,17693.07847,0.0,12.0
6090.522273,1.0,22.16,22.16,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,9000.0,568.7811,30528.4324,0.0,12.0
7499.30365,1.0,350.57,350.57,0.0,948.293789,0.083333,0.083333,0.0,0.25,6.0,3.0,7500.0,1326.434054,19060.53475,0.0,12.0
3740.907731,1.0,0.0,0.0,0.0,116.632141,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,128.371777,27146.02678,0.0,12.0
1134.122053,1.0,288.39,0.0,288.39,0.0,0.416667,0.0,0.416667,0.0,0.0,10.0,1400.0,2155.314664,12256.99852,0.083333,12.0
1553.505165,1.0,522.0,0.0,522.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1000.0,472.580919,15584.09742,0.0,12.0
3034.686119,1.0,0.0,0.0,0.0,370.098258,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,91.692752,26143.17049,0.0,12.0
1555.053764,1.0,168.0,0.0,168.0,0.0,0.333333,0.0,0.25,0.0,0.0,6.0,1500.0,192.947097,13453.34489,0.0,12.0
2748.868773,1.0,598.5,598.5,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,34.0,2000.0,518.300462,28483.25483,0.0,12.0
3003.711667,1.0,349.45,0.0,349.45,0.0,0.636364,0.0,0.636364,0.0,0.0,7.0,2750.0,195.830629,26378.90782,0.0,11.0
2964.124423,1.0,118.05,0.0,118.05,157.301178,0.083333,0.0,0.083333,0.25,4.0,2.0,3000.0,359.886515,17563.48542,0.0,12.0
1884.252524,1.0,1358.88,116.63,1242.25,0.0,1.0,0.166667,1.0,0.0,0.0,79.0,1200.0,303.560901,18959.86938,0.0,12.0
