BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CLUSTER_NUM
0.44704174376463723,0.5180288083234439,0.10884332108985711,-0.45459293468712664,-0.4668173169053085,2.6732946829640527,-0.9170486291668528,-0.6754038016160128,-0.47610244466980883,-0.10907275462602269,0.8260184454215164,-0.38384840398465897,-0.088518057925726,-0.5255884449323432,0.36070231737411074,0
0.049016072737819875,-1.016927376324657,0.546122946447312,-0.45459293468712664,-0.368689304791523,-0.3993830689246308,-0.9170486291668528,-0.25898092731103994,-0.3295728584900063,-0.5515989423452268,0.8260184454215164,-0.5987232806358613,-0.35704998957021983,-0.5255884449323432,0.36070231737411074,0
-0.35884778538167406,0.5180288083234439,-0.3473172315628357,-0.45459293468712664,-0.4668173169053085,-0.3993830689246308,-0.9170486291668528,-0.6754038016160128,-0.47610244466980883,-0.5515989423452268,-0.9053524463135582,-0.36441225147004297,-0.25225825050122325,-0.5255884449323432,0.36070231737411074,0
-0.26410119797298565,0.5180288083234439,0.04156119089419073,-0.2334352080252807,-0.4668173169053085,-0.3993830689246308,-0.28801759381630215,-0.6754038016160128,-0.47610244466980883,-0.39068032862915253,0.688608057188574,-0.36097745303354567,-0.22350277376444055,-0.5255884449323432,0.36070231737411074,0
-0.6785682230263624,-1.4006664224866823,0.4151493154969369,-0.45459293468712664,-0.4668173169053085,-0.12004659474601245,-0.9170486291668528,-0.6754038016160128,-0.47610244466980883,-0.4711396354871896,1.7878911630521133,-0.19638713216503845,-0.314111980038718,-0.5255884449323432,0.36070231737411074,0
-0.4486495265254052,-0.24944928400060679,0.5420142060467529,-0.45459293468712664,-0.4668173169053085,0.1592865274217318,-0.9170486291668528,-0.6754038016160128,-0.47610244466980883,-0.350450675200134,-0.6854958251408503,-0.3549878336130147,-0.2904615869344125,-0.5255884449323432,0.36070231737411074,0
0.5804205242086002,0.5180288083234439,-0.35695650522983663,-0.45459293468712664,-0.3014436825448647,-0.6787161910923751,-0.9170486291668528,-0.25898092731103994,-0.3295728584900063,-0.5918285957742453,-0.4106750486749654,-0.3204356028844906,0.06673940588868706,-0.5255884449323432,0.36070231737411074,0
0.24378414380590727,-0.00961290779105697,-0.35695650522983663,-0.45459293468712664,0.8608369642673919,-0.6787161910923751,-0.9170486291668528,0.5738698183933856,-0.03651368613040111,-0.5918285957742453,-0.4106750486749654,-0.4633270603052797,-0.19584146383181275,-0.5255884449323432,-2.6281171624230306,0
-0.7319615024252881,-1.7844096897824366,-0.35695650522983663,0.11931136600036356,-0.4668173169053085,-0.6787161910923751,-0.07834142074083245,-0.6754038016160128,-0.47610244466980883,-0.26999136834209686,-0.5480854369079079,-0.5107823357174495,-0.3257127042651822,0.3291279485984248,0.36070231737411074,0
0.024656695654994797,0.5180288083234439,-0.2955061356027058,-0.45459293468712664,-0.35006751568619715,-0.12004659474601245,-0.9170486291668528,0.5738698183933856,0.25654548622920403,-0.5113692889162081,-0.7679420580806158,-0.2912368702518052,0.0587000947586516,-0.5255884449323432,0.36070231737411074,0
-0.74110215926098,0.5180288083234439,-0.35695650522983663,-0.34401407135620365,-0.4668173169053085,-0.6787161910923751,0.13133726845877874,-0.6754038016160128,-0.47610244466980883,-0.39068032862915253,0.6611259795419855,-0.5431907259106266,-0.2886912910133662,-0.5255884449323432,0.36070231737411074,0
-0.6913310913657871,0.5180288083234439,0.026680562170758038,-0.45459293468712664,-0.4668173169053085,2.3939615607963085,-0.9170486291668528,-0.6754038016160128,-0.47610244466980883,-0.14930240805504125,-0.9053524463135582,-0.45245489003929557,-0.27301587068682137,0.5000712273045784,0.36070231737411074,0
0.04405815205636937,0.5180288083234439,-0.35695650522983663,-0.45459293468712664,-0.4194840700552587,-0.6787161910923751,-0.9170486291668528,-0.25898092731103994,-0.3295728584900063,-0.5918285957742453,-0.7404599804340273,-0.47730775268114856,-0.08539965406615546,-0.5255884449323432,0.36070231737411074,0
-0.43296202065834405,-0.6331883301626321,-0.35695650522983663,-0.45459293468712664,1.0271537128501138,-0.6787161910923751,-0.9170486291668528,0.5738698183933856,-0.03651368613040111,-0.5918285957742453,-0.7404599804340273,0.46070270761823257,-0.23575886492934922,0.044223623710026846,0.36070231737411074,0
-0.37461768832191483,0.13428976216141855,0.11675355004283974,0.36401133266536295,0.5767092636814592,0.7179561237680945,-0.07834142074083245,0.5738698183933856,1.1357230033080195,0.49437204680925556,-0.4106750486749654,-0.1626950935231504,-0.20159361252795868,-0.14571487212595463,0.36070231737411074,0
1.2203232578006635,0.5180288083234439,-0.23416420780432867,-0.45459293468712664,-0.4668173169053085,-0.3993830689246308,-0.9170486291668528,-0.6754038016160128,-0.47610244466980883,-0.5515989423452268,0.0015561160238618378,-0.29880282191615404,0.4140465477303763,-0.5255884449323432,0.36070231737411074,0
